id,tag,source,human_translation,context,speaker,listener,notes
stardewvalley_0226,1_6_Strings:FishingDerbySign,"[textcolor black][letterbg LooseSprites\\troutDerbyLetterBG 0]        -----Trout Derby-----^^This weekend, Summer 20th through 21st:^^Come prove your freshwater skills and win prizes!^^(Note: Any personal items found near this sign will be sent to the lost and found)","[textcolor black][letterbg LooseSprites\\troutDerbyLetterBG 0] -----송어 시합-----^^이번 주말, 여름의 20일째부터 21일까지:^^민물낚시 실력을 보여주고 상품을 받아 가세요!^^(알림: 이 표지판 주변에 있던 개인 물품은 분실물로 취급되었습니다, 찾아가주세요)",content/FishingDerbySign,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0227,1_6_Strings:FishingDerby_Exclamation0,Got one!,하나 잡았다!,content/FishingDerby_Exclamation0,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0228,1_6_Strings:FishingDerby_Exclamation1,A bite!,물었다!,content/FishingDerby_Exclamation1,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0229,1_6_Strings:FishingDerby_Exclamation2,It got away...,놓쳤어...,content/FishingDerby_Exclamation2,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0230,1_6_Strings:FishingDerby_Exclamation3,Felt a nibble!,입질 온다!,content/FishingDerby_Exclamation3,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0231,1_6_Strings:FishingDerby_Exclamation4,C'mon now...,물어라...,content/FishingDerby_Exclamation4,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0232,1_6_Strings:FishingDerby_Exclamation5,Got a bite!,딱 물었네!,content/FishingDerby_Exclamation5,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0233,1_6_Strings:FishingDerby_Exclamation6,Gotcha!,잡았다!,content/FishingDerby_Exclamation6,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0234,1_6_Strings:FishingQuestTitle,Fishing: {0},낚시: {0},content/FishingQuestTitle,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0235,1_6_Strings:Fishing_Mastery,You can now encounter Golden Fishing Chests.,낚시 중 황금 보물 상자가 등장할 수 있습니다.,content/Fishing_Mastery,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0236,1_6_Strings:FixRaccoonStump_Done,Maybe someone will decide to move in...,누가 여기로 이사 올지도 모르겠군요...,content/FixRaccoonStump_Done,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0237,1_6_Strings:FixRaccoonStump_Hint,"The old tree is gone... However, with 100 pieces of hardwood, this could be fixed up.",옛 나무는 이제 없지만... 단단한 나무 100 조각으로 이걸 고칠 수 있을 것 같습니다.,content/FixRaccoonStump_Hint,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0238,1_6_Strings:FixRaccoonStump_Question,Use 100 pieces of hardwood to fix up the stump?,단단한 나무 100 조각으로 그루터기를 고칠까요?,content/FixRaccoonStump_Question,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0239,1_6_Strings:Fizz_Intro_1,"So... you got my letter, huh? Nice to meet ya.#$b#I'm Fizz. Joja Special Services Division.$h#$b#You haven't heard of us? That's okay, most people haven't...#$b#We're not really advertised like other Joja products. We're more of a 'specialty service' for elite clients.#$b#What do we do? Heh... well, let's just say... we specialize in 'legally complex' matters... catch my drift?#$b#But enough chit chat. Let's get to business.#$b#I've heard you're trying to achieve 'perfection'. A noble goal! ... but difficult. Very difficult.#$b#All that cooking, crafting, monster slaying, all those complicated friendships... *groan*. I can see how stressed you are.$s#$b#But here's the thing... you don't need to stress another minute! We've got you covered.$h#$b#See these papers here? They're called 'perfection waivers'.#$b#Each one of these beautiful pages are worth 1% toward perfection. They've even got Mr. Qi's signature on it... completely legit!#$b#Do I look like someone who would lie to you??$u#$b#...$u#$b#Don't answer that.#$b#...Anyway, I'm selling these for a sweet, sweet price... just 500,000g a pop. A steal!#$b#Well, no pressure. Just think about it! I'll be waiting...$h","그래... 내 편지를 받았구나? 만나서 반갑다.#$b#난 피즈라고 해. 조자 특별 서비스 부서.$h#$b#이런 부서 들어본 적 없다고? 그럴 수 있지, 들어본 사람이 드물 거야...#$b#우린 다른 조자 제품처럼 광고되는 그런 게 아니라서. 엘리트 고객을 위한 ‘특별 서비스’에 가깝지.#$b#우리가 하는 일이 뭐냐고? 헤헤... 그래, 간단히 말해서... 우린 ‘법적으로 복잡한’ 일을 담당한다고 할 게... 무슨 말인지 알겠어?#$b#수다는 이쯤 하자. 일 얘기도 해야지.#$b#네가 ‘완벽함’을 노리고 있다는 얘기를 들었어. 숭고한 목표지! ... 하지만 어려운 목표야. 매우 어려운 일이고말고.#$b#요리하고 만들 것도 많고, 싸울 몬스터도 많고, 인간관계도 복잡하고... *아이고*. 너만 고생이지.$s#$b#하지만 희망이 있어... 고생할 필요가 없다는 거야! 우리가 있잖아.$h#$b#여기 있는 서류 보여? ‘완벽포기 각서’라는 물건이야.#$b#이거 한 장 한 장이 완벽을 향한 1% 지. 미스터 치의 서명도 되어있어... 확실히 합법적인 거야!#$b#내가 거짓말할 사람으로 보여??$u#$b#...$u#$b#방금 질문에 대답하진 마.#$b#...아무튼, 이걸 아주 군침 도는 가격에 내가 팔고 있다는 거야... 하나에 500,000 골드. 거저 주는거나 다름없지!#$b#뭐, 급한 건 아냐. 천천히 생각해 봐! 기다리고 있을게...$h",content/Fizz_Intro_1,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0240,1_6_Strings:Fizz_Intro_2,"So... what do you say? 500,000g for a bonafide 'Perfection Waiver'?","그래... 생각해 봤어? 500,000 골드에 '완벽 포기 각서' 진품 하나?",content/Fizz_Intro_2,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0241,1_6_Strings:Fizz_Sweet,Hee Hee!,히히!,content/Fizz_Sweet,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0242,1_6_Strings:Fizz_Yes,"Yes (Costs 500,000g)","네 (가격 500,000 골드)",content/Fizz_Yes,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0243,1_6_Strings:Foraging_Mastery,"You now find Golden Mystery Boxes, which contain superior items.",황금 미스테리 박스를 발견할 수 있습니다. 황금 미스테리 박스에는 멋진 아이템이 들어있습니다.,content/Foraging_Mastery,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0244,1_6_Strings:ForestMagic,Forest Magic,숲의 마법,content/ForestMagic,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0245,1_6_Strings:ForestMagic_Description,You are one with forest magic...,당신은 숲의 마법과 하나 되었습니다...,content/ForestMagic_Description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0246,1_6_Strings:ForestPylon,A receptacle of unknown origins...,유래를 알 수 없는 수용기...,content/ForestPylon,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0247,1_6_Strings:ForestPylonActivated,It's a strange relic from another world.,다른 세계로부터 온 이상한 유물.,content/ForestPylonActivated,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0248,1_6_Strings:ForestPylonEvent,"communityCenter/-2000 -2000/farmer 16 5 0 Wizard -1000 -1000 2/pause 1000/viewport 16 5 true/move farmer -2 0 1/pause 4000/playSound terraria_warp/specificTemporarySprite terraria_warp_begin/faceDirection farmer 2 true/animate farmer false true 100 94/jump farmer/pause 2000/stopAnimation farmer/faceDirection farmer 1/pause 3600/playSound coin/pause 100/awardFestivalPrize meowmere/pause 1000/specificTemporarySprite terraria_cat_leave/pause 5000/emote farmer 8/pause 500/warp Wizard 4 4/playSound doorClose/pause 400/faceDirection Wizard 1/emote Wizard 12/speak Wizard ""Don't touch that!""/faceDirection farmer 3/emote farmer 16 true/end","communityCenter/-2000 -2000/farmer 16 5 0 Wizard -1000 -1000 2/pause 1000/viewport 16 5 true/move farmer -2 0 1/pause 4000/playSound terraria_warp/specificTemporarySprite terraria_warp_begin/faceDirection farmer 2 true/animate farmer false true 100 94/jump farmer/pause 2000/stopAnimation farmer/faceDirection farmer 1/pause 3600/playSound coin/pause 100/awardFestivalPrize meowmere/pause 1000/specificTemporarySprite terraria_cat_leave/pause 5000/emote farmer 8/pause 500/warp Wizard 4 4/playSound doorClose/pause 400/faceDirection Wizard 1/emote Wizard 12/speak Wizard ""Don't touch that!""/faceDirection farmer 3/emote farmer 16 true/end",content/ForestPylonEvent,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0249,1_6_Strings:FoundABook,You found a copy of '{0}'.,'{0}' 한 권을 발견했습니다.,content/FoundABook,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0250,1_6_Strings:Freezer_description,Items placed inside will lose their quality overnight.,안에 둔 아이템은 밤사이 품질이 떨어집니다.,content/Freezer_description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0251,1_6_Strings:Freezer_name,Freezer,냉동고,content/Freezer_name,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0252,1_6_Strings:FrogEgg_Description,Summons a hungry frog companion.,배고픈 개구리를 동료로 소환합니다.,content/FrogEgg_Description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0253,1_6_Strings:FrogEgg_Name,Frog Egg,개구리알,content/FrogEgg_Name,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0254,1_6_Strings:GameMenu_Animals,Animals,동물,content/GameMenu_Animals,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0255,1_6_Strings:GameMenu_Powers,Special Items & Powers,특별 아이템 & 능력,content/GameMenu_Powers,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0256,1_6_Strings:GetRewards,Get Rewards,보상 받기,content/GetRewards,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0257,1_6_Strings:GiantQiFruitMessage,"Mr. Qi: Oh, you thought you could obtain my precious fruit whenever you like? Pshh... Only during the challenge, kid.","미스터 치: 어, 내 귀중한 과일을 아무때나 얻을 수 있다 생각한 거야? 풋... 도전 중에만 된다, 꼬마야.",content/GiantQiFruitMessage,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0258,1_6_Strings:Gil_ComeBack,"That's it for today. You can try again tomorrow, if you're up for it... *snore*...","오늘은 이게 끝. 내일 다시 해봐, 자신 있다면... *드르렁*...",content/Gil_ComeBack,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0259,1_6_Strings:Gil_NextYear,That's it for this year... *snore*...,올해는 이게 끝... *드르렁*...,content/Gil_NextYear,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0260,1_6_Strings:Gil_NoRating,It's a brand new day... come back when you've proven yourself in the caverns.,새로운 하루구나... 동굴에서 자신의 실력을 증명하고 돌아와라.,content/Gil_NoRating,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0261,1_6_Strings:Gil_Rating_1000,You hear a voice in your head: 'It would be dishonorable to submit an egg rating acquired through the use of cheat code software!',머리 속에 목소리가 울려 퍼집니다: '치트를 이용해 얻은 달걀 등급을 제출하는 건 명예롭지 못한 일이야!',content/Gil_Rating_1000,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0262,1_6_Strings:Gil_Rating_10to14,"{0}, huh? Not bad, not bad... of course, when I was your age I was doin' twice that. With a Rusty Sword, and no food!","{0}라고? 나쁘진 않네, 나쁘진 않아... 물론, 내가 네 나이였을 땐 그거 두 배는 하고 있었지. 녹슨 검에 음식도 없이!",content/Gil_Rating_10to14,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0263,1_6_Strings:Gil_Rating_15to19,{0}... that ain't bad at all. That's the kind of number we're looking for in the Adventurer's Guild. Here's your prize.,{0}... 나쁘지 않군. 모험가 길드에서 우리가 찾고 있는 숫자들이지. 여기 상품 받게.,content/Gil_Rating_15to19,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0264,1_6_Strings:Gil_Rating_1to4,"...{0}? Hahahaha.... okay, kiddo. Here's a little prizey for you... now, go along and play with the other kids.","...{0}? 하하하하.... 그래, 꼬마야. 여기 선물... 자, 가서 다른 애들하고 놀렴.",content/Gil_Rating_1to4,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0265,1_6_Strings:Gil_Rating_20to24,"{0}? Okay, now I'm impressed...#$b#Hey, Marlon! Get a load of this... an Egg Rating of {0} for the day!","{0}? 그래, 이래야 인상적이지...#$b#이봐, 말론! 이 점수 좀 봐봐... 오늘 하루 달걀 등급이 {0}!",content/Gil_Rating_20to24,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0266,1_6_Strings:Gil_Rating_25,"{0}!?!#$b#Well, I'll be... We've got a real Calico Egg hunter here! ",{0}!?!#$b#어이쿠야... 여기 진짜배기 칼리코 달걀 사냥꾼이 있구먼!,content/Gil_Rating_25,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0267,1_6_Strings:Gil_Rating_50,{0}!?!?!?!?!?!?!?$h,{0}!?!?!?!?!?!?!?$h,content/Gil_Rating_50,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0268,1_6_Strings:Gil_Rating_5to9,"...{0}? That's not too impressive, but at least you had the gumption to try. Here's a little something.","...{0}? 그렇게 인상적이진 않지만, 그래도 배짱은 있었네. 여기, 이거 받아라.",content/Gil_Rating_5to9,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0269,1_6_Strings:Gil_SubmitRating,Submit today's highest egg rating to Gil?^(Egg Rating {0}),오늘의 최고 달걀 등급을 길에게 제출할까요?^(달걀 등급 {0}),content/Gil_SubmitRating,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0270,1_6_Strings:GoldClock_Off,Turn the Golden Clock off?,황금 시계를 끌까요?,content/GoldClock_Off,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0271,1_6_Strings:GoldClock_On,Turn the Golden Clock back on?,황금 시계를 다시 켤까요?,content/GoldClock_On,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0272,1_6_Strings:GoldenParrot,*Awk*... Money! *Awk*... Find golden walnuts!,*끼엑*... 돈! *끼엑*... 황금 호두를 찾아줄게!,content/GoldenParrot,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0273,1_6_Strings:GoldenParrot_Sure,"(Am I sure about this? If the parrots find all the remaining golden walnuts, I won't have the true Ginger Island experience...)","(이래도 될까? 앵무새가 남은 황금 호두를 모두 찾아주면, 난 진저 섬을 제대로 경험해 보지 못할 거야...)",content/GoldenParrot_Sure,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0274,1_6_Strings:GoldenParrot_Tonight,*Awk*... Sleep! *Awk*... We do it tonight!,*끼엑*... 잠! *끼엑*... 밤에 한다!,content/GoldenParrot_Tonight,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0275,1_6_Strings:GoldenParrot_Yes,Yes (Costs {0}g),네 (가격 {0} 골드),content/GoldenParrot_Yes,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0276,1_6_Strings:GrandpaMasteryNote,"My dear {0},^^If you're reading this note, you've found the secret room I've prepared for you.^^Within these walls are tips, recipes, and even some of my most cherished tools... all the very best from the many happy years I spent in the valley.^^By coming this far, you'll have proven that you possess the skill and wisdom to make good use of these powerful secrets.^^I hope my discoveries help you in your journey to making {1} Farm a shining star of the whole world!^^Make me proud!^-Grandpa","사랑하는 {0},^^이걸 읽고 있다면, 내가 준비한 비밀의 방을 발견했다는 의미겠구나.^^여기엔 도움이 될 조언, 레시피, 그리고 내가 가장 아끼는 도구도 있단다... 내가 이 계곡에서 오래도록 보낸 행복한 시간의 결실이지.^^여기까지 왔다면, 네가 이 비밀들을 사용할 능력과 지혜를 모두 겸비했다는 거겠지.^^여기 있는 모든 것들이 네가 {1} 농장을 세상의 밝은 별로 만드는 여정에 도움이 되길 바라마!^^날 자랑스럽게 해다오!^-할아버지",content/GrandpaMasteryNote,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0277,1_6_Strings:GreenRainForecast,Um... There appears to be some kind of... anomalous reading... I... don't know what this means...,음... 어떤 종류의... 비정상적인 수치가 감지됩니다... 이거... 이게 어떤 의미인지 모르겠어요...,content/GreenRainForecast,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0278,1_6_Strings:HeavyFurnace_coal,Requires 3 Coal,석탄 3개 필요,content/HeavyFurnace_coal,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0279,1_6_Strings:HeavyFurnace_ores,Requires 25 ores.,광석 25개 필요.,content/HeavyFurnace_ores,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0280,1_6_Strings:HeavyMagicQuiver,Heavy Magic Quiver,무거운 마법 화살통,content/HeavyMagicQuiver,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0281,1_6_Strings:HideIP,Hide IP and invite code,IP와 초대 코드 가리기,content/HideIP,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0282,1_6_Strings:IceRod_Description,"Shoots an orb of ice every {0} seconds, freezing any enemies in its path for {1} seconds.",{0}초마다 얼음 구체를 발사해서 경로상에 있는 적을 {1}초 동안 얼립니다.,content/IceRod_Description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0283,1_6_Strings:IceRod_Name,Ice Rod,얼음 지팡이,content/IceRod_Name,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0284,1_6_Strings:Instant,Instant,즉시,content/Instant,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0285,1_6_Strings:IridiumSpur,IridiumSpur,이리듐 박차,content/IridiumSpur,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0286,1_6_Strings:IridiumSpur_Description,Critical strikes give you a speed boost for {0} seconds.,치명타를 가하면 속도가 {0}초 동안 증가합니다.,content/IridiumSpur_Description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0287,1_6_Strings:IridiumSpur_Name,Golden Spur,황금 박차,content/IridiumSpur_Name,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0288,1_6_Strings:ItemDeliveryQuestTitle,Delivery: {0},배달: {0},content/ItemDeliveryQuestTitle,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0289,1_6_Strings:Jas_IceCream,Is... Is that for me?$u#$b#Wow! This exactly what I wanted... Thank you! You're so nice!$h,저... 저 주시는 거예요?$u#$b#우와! 딱 제가 원하던 거예요... 고마워요! 너무 좋아요!$h,content/Jas_IceCream,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0290,1_6_Strings:JojaCatalogueDescription,"Grants one (1) lifetime subscription to the Official Joja THRIVE Collection, featuring 40 exclusive furniture pieces!",40가지 독점적인 가구가 담긴 공식 조자 THRIVE 컬렉션의 평생 구독권을 하나 (1) 제공합니다!,content/JojaCatalogueDescription,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0291,1_6_Strings:JojaCatalogueDescriptionTerms,"Terms Of Service:^^By activating this item, the user hereby agrees not to hold Joja Co. responsible for any damage to life or property resulting from the use of Joja THRIVE Furniture.^^The user is aware that there may be untested plastic materials present in one or more THRIVE furniture pieces, and waives any right to hold Joja Co. liable for adverse health outcomes attributable to contact with said plastic materials.^^The user hereby waives any right to hold Joja Co. liable for so-called ""shoddy workmanship"", and agrees that any and all bodily harm resulting from breakage, cracking, powdering, bending, clamping, pinching, impaling, or any other unintended effect of using Joja THRIVE Furniture, is solely the result of voluntary user action.^^   --Join us. Thrive.--","이용약관:^^이 아이템을 활성화함으로써 이용자는 조자 THRIVE 가구 사용으로 인한 재산피해나 신상 피해에 관해 조자 기업에 책임을 묻지 않기로 동의합니다.^^이용자는 THRIVE 가구 제품 하나 이상에 검증되지 않은 플라스틱 소재가 포함되어 있음을 이해하고 있으며, 약관에 언급된 플라스틱 소재로 인한 부정적인 결과에 대해 조자 기업에게 책임을 물을 권리를 포기합니다.^^이용자는 소위 제품의 ""조잡한 품질""에 대한 책임을 조자 기업에 물을 권리를 포기하며, 조자 THRIVE 가구를 사용 중에 깨짐, 부서짐, 갈라짐, 가루가 됨, 구부러짐, 걸림, 꼬집힘, 꿰뚫림 및 의도치 않은 현상으로 인한 부상은 이용자의 사용 미숙의 결과라는 사실에 동의합니다.^^ --함께 하라. 번영하라.--",content/JojaCatalogueDescriptionTerms,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0292,1_6_Strings:JojaFreeRun,No Joja services used!,조자 서비스 사용내역 없음!,content/JojaFreeRun,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0293,1_6_Strings:JojaGrandpaIntro_0,"???: Very touching... Now, just sign the paper here...","???: 눈물이 다 날 거 같네 그래... 이제, 여기 서명하시고...",content/JojaGrandpaIntro_0,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0294,1_6_Strings:Joja_Debt_Notice,"NOTICE:^^At the end of the season, {0}g will be debited from your account.^^Failure to pay will result in a negative balance.^^Thank you for your patronage.^-JojaBank",안내문:^^계절 종료와 함께 계좌에서 {0} 골드가 이체됩니다.^^이체할 골드가 부족한 경우 잔금이 마이너스가 됩니다.^^이용해 주셔서 감사합니다.^-조자 은행,content/Joja_Debt_Notice,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0295,1_6_Strings:JunimoCatalogueDescription,A collection of furniture infused with Junimo energy.,주니모의 기운이 담긴 가구 모음.,content/JunimoCatalogueDescription,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0296,1_6_Strings:LearnedANewPower,You've learned a new power!,새로운 능력을 배웠습니다!,content/LearnedANewPower,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0297,1_6_Strings:Leave,Leave,떠나기,content/Leave,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0298,1_6_Strings:LightweightEnchantment,-{0} Weight,무게 -{0},content/LightweightEnchantment,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0299,1_6_Strings:MagicHairDye_Description,Your hair shimmers with all the colors of a prismatic shard.,머리가 무지갯빛 파편의 색으로 빛납니다.,content/MagicHairDye_Description,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
stardewvalley_0300,1_6_Strings:MagicHairDye_Name,Magic Hair Gel,마법 헤어젤,content/MagicHairDye_Name,,,game=stardewvalley; file=1_6_Strings_merged.json; index=0
